HCPCS,MOD,PROCSTAT,CARRIER,LOCALITY,FACILITY PRICE,NON-FACILTY PRICE
74445,,C,04412,18,160.73,160.73
74445,,C,04412,20,149.57,149.57
74445,,C,04412,28,159.07,159.07
74445,,C,04412,31,167.61,167.61
74445,,C,04412,99,154.28,154.28
74445,,C,05102,00,149.29,149.29
74445,,C,05202,00,148.13,148.13
74445,,C,05302,01,154.81,154.81
74445,,C,05302,02,153.18,153.18
74445,,C,05302,99,143.79,143.79
74445,,C,05402,00,150.23,150.23
74445,,C,06102,12,152.60,152.60
74445,,C,06102,15,165.50,165.50
74445,,C,06102,16,163.69,163.69
74445,,C,06102,99,150.99,150.99
74445,,C,06202,00,163.02,163.02
74445,,C,06302,00,154.38,154.38
74445,,C,07102,13,142.66,142.66
74445,,C,07202,01,153.69,153.69
74445,,C,07202,99,146.57,146.57
74445,,C,07302,00,143.28,143.28
74445,,C,08102,00,150.90,150.90
74445,,C,08202,01,157.54,157.54
74445,,C,08202,99,150.27,150.27
74445,,C,09102,03,163.59,163.59
74445,,C,09102,04,168.21,168.21
74445,,C,09102,99,156.13,156.13
74445,,C,09202,20,161.97,161.97
74445,,C,09202,50,161.97,161.97
74445,,C,10112,00,144.69,144.69
74445,,C,10212,01,163.06,163.06
74445,,C,10212,99,147.81,147.81
74445,,C,10312,35,148.79,148.79
74445,,C,11202,01,151.14,151.14
74445,,C,11302,00,158.09,158.09
74445,,C,11402,16,145.41,145.41
74445,,C,11502,00,151.89,151.89
74445,,C,12102,01,159.21,159.21
74445,,C,12202,01,184.55,184.55
74445,,C,12302,01,170.55,170.55
74445,,C,12302,99,162.36,162.36
74445,,C,12402,01,182.61,182.61
74445,,C,12402,99,173.52,173.52
74445,,C,12502,01,166.65,166.65
74445,,C,12502,99,150.57,150.57
74445,,C,13102,00,171.14,171.14
74445,,C,13202,01,183.76,183.76
74445,,C,13202,02,187.50,187.50
74445,,C,13202,03,174.26,174.26
74445,,C,13282,99,154.07,154.07
74445,,C,13292,04,185.96,185.96
74445,,C,14112,03,158.94,158.94
74445,,C,14112,99,150.27,150.27
74445,,C,14212,01,185.65,185.65
74445,,C,14212,99,167.37,167.37
74445,,C,14312,40,165.45,165.45
74445,,C,14412,01,165.21,165.21
74445,,C,14512,50,158.61,158.61
74445,,C,15102,00,146.98,146.98
74445,,C,15202,00,150.07,150.07
74445,TC,C,01112,05,150.38,150.38
74445,TC,C,01112,09,153.78,153.78
74445,TC,C,01112,51,140.60,140.60
74445,TC,C,01112,52,150.39,150.39
74445,TC,C,01112,53,140.58,140.58
74445,TC,C,01112,54,116.98,116.98
74445,TC,C,01112,55,116.96,116.96
74445,TC,C,01112,56,116.96,116.96
74445,TC,C,01112,57,116.96,116.96
74445,TC,C,01112,58,116.96,116.96
74445,TC,C,01112,59,116.96,116.96
74445,TC,C,01112,60,116.96,116.96
74445,TC,C,01112,61,116.96,116.96
74445,TC,C,01112,62,117.06,117.06
74445,TC,C,01112,63,124.10,124.10
74445,TC,C,01112,64,123.67,123.67
74445,TC,C,01112,65,153.82,153.82
74445,TC,C,01112,66,129.64,129.64
74445,TC,C,01112,67,131.02,131.02
74445,TC,C,01112,68,116.96,116.96
74445,TC,C,01112,69,116.96,116.96
74445,TC,C,01112,70,116.96,116.96
74445,TC,C,01112,75,116.96,116.96
74445,TC,C,01182,17,126.15,126.15
74445,TC,C,01182,18,126.27,126.27
74445,TC,C,01182,71,116.96,116.96
74445,TC,C,01182,72,127.61,127.61
74445,TC,C,01182,73,121.54,121.54
74445,TC,C,01182,74,124.42,124.42
74445,TC,C,01212,01,121.34,121.34
74445,TC,C,01312,00,106.93,106.93
74445,TC,C,02102,01,113.66,113.66
74445,TC,C,02202,00,98.18,98.18
74445,TC,C,02302,01,118.62,118.62
74445,TC,C,02302,99,106.36,106.36
74445,TC,C,02402,02,131.01,131.01
74445,TC,C,02402,99,112.45,112.45
74445,TC,C,03102,00,103.53,103.53
74445,TC,C,03202,01,106.88,106.88
74445,TC,C,03302,01,106.68,106.68
74445,TC,C,03402,02,106.66,106.66
74445,TC,C,03502,09,100.46,100.46
74445,TC,C,03602,21,106.80,106.80
74445,TC,C,04112,01,113.63,113.63
74445,TC,C,04212,05,98.11,98.11
74445,TC,C,04312,00,95.41,95.41
74445,TC,C,04412,09,105.85,105.85
74445,TC,C,04412,11,106.41,106.41
74445,TC,C,04412,15,106.08,106.08
74445,TC,C,04412,18,106.26,106.26
74445,TC,C,04412,20,97.27,97.27
74445,TC,C,04412,28,105.35,105.35
74445,TC,C,04412,31,113.02,113.02
74445,TC,C,04412,99,101.42,101.42
74445,TC,C,05102,00,97.62,97.62
74445,TC,C,05202,00,96.49,96.49
74445,TC,C,05302,01,101.77,101.77
74445,TC,C,05302,02,100.38,100.38
74445,TC,C,05302,99,92.17,92.17
74445,TC,C,05402,00,98.47,98.47
74445,TC,C,06102,12,98.70,98.70
74445,TC,C,06102,15,110.02,110.02
74445,TC,C,06102,16,107.85,107.85
74445,TC,C,06102,99,97.80,97.80
74445,TC,C,06202,00,109.74,109.74
74445,TC,C,06302,00,102.18,102.18
74445,TC,C,07102,13,91.70,91.70
74445,TC,C,07202,01,100.64,100.64
74445,TC,C,07202,99,94.62,94.62
74445,TC,C,07302,00,91.99,91.99
74445,TC,C,08102,00,98.93,98.93
74445,TC,C,08202,01,103.38,103.38
74445,TC,C,08202,99,97.66,97.66
74445,TC,C,09102,03,108.54,108.54
74445,TC,C,09102,04,111.76,111.76
74445,TC,C,09102,99,102.36,102.36
74445,TC,C,09202,20,108.05,108.05
74445,TC,C,09202,50,108.05,108.05
74445,TC,C,10112,00,93.42,93.42
74445,TC,C,10212,01,108.65,108.65
74445,TC,C,10212,99,95.44,95.44
74445,TC,C,10312,35,97.03,97.03
74445,TC,C,11202,01,98.74,98.74
74445,TC,C,11302,00,104.97,104.97
74445,TC,C,11402,16,93.07,93.07
74445,TC,C,11502,00,99.62,99.62
74445,TC,C,12102,01,105.57,105.57
74445,TC,C,12202,01,125.89,125.89
74445,TC,C,12302,01,114.74,114.74
74445,TC,C,12302,99,108.13,108.13
74445,TC,C,12402,01,123.95,123.95
74445,TC,C,12402,99,116.72,116.72
74445,TC,C,12502,01,111.32,111.32
74445,TC,C,12502,99,98.13,98.13
74445,TC,C,13102,00,115.16,115.16
74445,TC,C,13202,01,124.34,124.34
74445,TC,C,13202,02,127.31,127.31
74445,TC,C,13202,03,117.08,117.08
74445,TC,C,13282,99,101.46,101.46
74445,TC,C,13292,04,126.42,126.42
74445,TC,C,14112,03,105.80,105.80
74445,TC,C,14112,99,98.23,98.23
74445,TC,C,14212,01,127.52,127.52
74445,TC,C,14212,99,112.46,112.46
74445,TC,C,14312,40,111.21,111.21
74445,TC,C,14412,01,110.36,110.36
74445,TC,C,14512,50,105.65,105.65
74445,TC,C,15102,00,95.03,95.03
74445,TC,C,15202,00,97.62,97.62
74450,,C,01112,05,361.11,361.11
74450,,C,01112,09,369.16,369.16
74450,,C,01112,51,338.08,338.08
74450,,C,01112,52,361.14,361.14
74450,,C,01112,53,338.03,338.03
74450,,C,01112,54,282.76,282.76
74450,,C,01112,55,282.67,282.67
74450,,C,01112,56,282.67,282.67
74450,,C,01112,57,282.67,282.67
74450,,C,01112,58,282.67,282.67
74450,,C,01112,59,282.67,282.67
74450,,C,01112,60,282.67,282.67
74450,,C,01112,61,282.67,282.67
74450,,C,01112,62,283.00,283.00
74450,,C,01112,63,299.45,299.45
74450,,C,01112,64,298.41,298.41
74450,,C,01112,65,369.30,369.30
74450,,C,01112,66,312.16,312.16
74450,,C,01112,67,315.48,315.48
74450,,C,01112,68,282.67,282.67
74450,,C,01112,69,282.67,282.67
74450,,C,01112,70,282.67,282.67
74450,,C,01112,75,282.67,282.67
74450,,C,01182,17,304.16,304.16
74450,,C,01182,18,304.59,304.59
74450,,C,01182,71,282.67,282.67
74450,,C,01182,72,307.56,307.56
74450,,C,01182,73,293.31,293.31
74450,,C,01182,74,300.11,300.11
74450,,C,01212,01,292.68,292.68
74450,,C,01312,00,259.27,259.27
74450,,C,02102,01,280.17,280.17
74450,,C,02202,00,238.86,238.86
74450,,C,02302,01,286.58,286.58
74450,,C,02302,99,257.90,257.90
74450,,C,02402,02,315.72,315.72
74450,,C,02402,99,272.21,272.21
74450,,C,03102,00,251.37,251.37
74450,,C,03202,01,259.19,259.19
74450,,C,03302,01,258.60,258.60
74450,,C,03402,02,258.53,258.53
74450,,C,03502,09,244.24,244.24
74450,,C,03602,21,258.93,258.93
74450,,C,04112,01,274.94,274.94
74450,,C,04212,05,238.85,238.85
74450,,C,04312,00,232.48,232.48
74450,,C,04412,09,256.83,256.83
74450,,C,04412,11,258.15,258.15
74450,,C,04412,15,257.37,257.37
74450,,C,04412,18,257.92,257.92
74450,,C,04412,20,236.84,236.84
74450,,C,04412,28,255.69,255.69
74450,,C,04412,31,273.45,273.45
74450,,C,04412,99,246.47,246.47
74450,,C,05102,00,237.55,237.55
74450,,C,05202,00,234.93,234.93
74450,,C,05302,01,247.31,247.31
74450,,C,05302,02,244.07,244.07
74450,,C,05302,99,225.01,225.01
74450,,C,05402,00,239.51,239.51
74450,,C,06102,12,240.41,240.41
74450,,C,06102,15,266.72,266.72
74450,,C,06102,16,261.80,261.80
74450,,C,06102,99,238.22,238.22
74450,,C,06202,00,265.66,265.66
74450,,C,06302,00,248.10,248.10
74450,,C,07102,13,223.81,223.81
74450,,C,07202,01,244.72,244.72
74450,,C,07202,99,230.69,230.69
74450,,C,07302,00,224.53,224.53
74450,,C,08102,00,240.61,240.61
74450,,C,08202,01,251.22,251.22
74450,,C,08202,99,237.79,237.79
74450,,C,09102,03,263.22,263.22
74450,,C,09102,04,270.87,270.87
74450,,C,09102,99,248.80,248.80
74450,,C,09202,20,261.90,261.90
74450,,C,09202,50,261.90,261.90
74450,,C,10112,00,227.82,227.82
74450,,C,10212,01,263.38,263.38
74450,,C,10212,99,232.65,232.65
74450,,C,10312,35,236.20,236.20
74450,,C,11202,01,240.23,240.23
74450,,C,11302,00,254.69,254.69
74450,,C,11402,16,227.20,227.20
74450,,C,11502,00,242.25,242.25
74450,,C,12102,01,256.17,256.17
74450,,C,12202,01,303.94,303.94
74450,,C,12302,01,277.67,277.67
74450,,C,12302,99,262.19,262.19
74450,,C,12402,01,299.53,299.53
74450,,C,12402,99,282.49,282.49
74450,,C,12502,01,269.72,269.72
74450,,C,12502,99,238.84,238.84
74450,,C,13102,00,278.67,278.67
74450,,C,13202,01,300.56,300.56
74450,,C,13202,02,307.51,307.51
74450,,C,13202,03,283.39,283.39
74450,,C,13282,99,246.52,246.52
74450,,C,13292,04,305.36,305.36
74450,,C,14112,03,256.59,256.59
74450,,C,14112,99,239.01,239.01
74450,,C,14212,01,307.53,307.53
74450,,C,14212,99,272.28,272.28
74450,,C,14312,40,269.21,269.21
74450,,C,14412,01,267.45,267.45
74450,,C,14512,50,256.22,256.22
74450,,C,15102,00,231.63,231.63
74450,,C,15202,00,237.67,237.67
74450,TC,C,01112,05,343.47,343.47
74450,TC,C,01112,09,351.25,351.25
74450,TC,C,01112,51,321.09,321.09
74450,TC,C,01112,52,343.48,343.48
74450,TC,C,01112,53,321.08,321.08
74450,TC,C,01112,54,267.07,267.07
74450,TC,C,01112,55,267.05,267.05
74450,TC,C,01112,56,267.05,267.05
74450,TC,C,01112,57,267.05,267.05
74450,TC,C,01112,58,267.05,267.05
74450,TC,C,01112,59,267.05,267.05
74450,TC,C,01112,60,267.05,267.05
74450,TC,C,01112,61,267.05,267.05
74450,TC,C,01112,62,267.15,267.15
74450,TC,C,01112,63,283.36,283.36
74450,TC,C,01112,64,282.39,282.39
74450,TC,C,01112,65,351.30,351.30
74450,TC,C,01112,66,296.02,296.02
74450,TC,C,01112,67,299.19,299.19
74450,TC,C,01112,68,267.05,267.05
74450,TC,C,01112,69,267.05,267.05
74450,TC,C,01112,70,267.05,267.05
74450,TC,C,01112,75,267.05,267.05
74450,TC,C,01182,17,288.02,288.02
74450,TC,C,01182,18,288.27,288.27
74450,TC,C,01182,71,267.05,267.05
74450,TC,C,01182,72,291.40,291.40
74450,TC,C,01182,73,277.52,277.52
74450,TC,C,01182,74,284.09,284.09
74450,TC,C,01212,01,277.04,277.04
74450,TC,C,01312,00,244.01,244.01
74450,TC,C,02102,01,259.50,259.50
74450,TC,C,02202,00,224.17,224.17
74450,TC,C,02302,01,270.77,270.77
74450,TC,C,02302,99,242.75,242.75
74450,TC,C,02402,02,299.04,299.04
74450,TC,C,02402,99,256.65,256.65
74450,TC,C,03102,00,236.23,236.23
74450,TC,C,03202,01,243.83,243.83
74450,TC,C,03302,01,243.63,243.63
74450,TC,C,03402,02,243.60,243.60
74450,TC,C,03502,09,229.18,229.18
74450,TC,C,03602,21,243.74,243.74
74450,TC,C,04112,01,259.34,259.34
74450,TC,C,04212,05,223.68,223.68
74450,TC,C,04312,00,217.70,217.70
74450,TC,C,04412,09,241.56,241.56
74450,TC,C,04412,11,242.81,242.81
74450,TC,C,04412,15,242.06,242.06
74450,TC,C,04412,18,242.25,242.25
74450,TC,C,04412,20,221.89,221.89
74450,TC,C,04412,28,240.37,240.37
74450,TC,C,04412,31,257.91,257.91
74450,TC,C,04412,99,231.38,231.38
74450,TC,C,05102,00,222.93,222.93
74450,TC,C,05202,00,220.29,220.29
74450,TC,C,05302,01,232.14,232.14
74450,TC,C,05302,02,228.97,228.97
74450,TC,C,05302,99,210.22,210.22
74450,TC,C,05402,00,224.87,224.87
74450,TC,C,06102,12,224.69,224.69
74450,TC,C,06102,15,250.66,250.66
74450,TC,C,06102,16,245.48,245.48
74450,TC,C,06102,99,222.83,222.83
74450,TC,C,06202,00,250.65,250.65
74450,TC,C,06302,00,233.37,233.37
74450,TC,C,07102,13,209.33,209.33
74450,TC,C,07202,01,229.51,229.51
74450,TC,C,07202,99,215.81,215.81
74450,TC,C,07302,00,209.89,209.89
74450,TC,C,08102,00,225.88,225.88
74450,TC,C,08202,01,235.53,235.53
74450,TC,C,08202,99,222.69,222.69
74450,TC,C,09102,03,247.26,247.26
74450,TC,C,09102,04,254.32,254.32
74450,TC,C,09102,99,233.28,233.28
74450,TC,C,09202,20,246.50,246.50
74450,TC,C,09202,50,246.50,246.50
74450,TC,C,10112,00,213.25,213.25
74450,TC,C,10212,01,247.79,247.79
74450,TC,C,10212,99,217.59,217.59
74450,TC,C,10312,35,221.51,221.51
74450,TC,C,11202,01,225.27,225.27
74450,TC,C,11302,00,239.59,239.59
74450,TC,C,11402,16,212.07,212.07
74450,TC,C,11502,00,227.39,227.39
74450,TC,C,12102,01,240.87,240.87
74450,TC,C,12202,01,287.21,287.21
74450,TC,C,12302,01,261.68,261.68
74450,TC,C,12302,99,246.72,246.72
74450,TC,C,12402,01,282.81,282.81
74450,TC,C,12402,99,266.26,266.26
74450,TC,C,12502,01,253.87,253.87
74450,TC,C,12502,99,223.84,223.84
74450,TC,C,13102,00,262.65,262.65
74450,TC,C,13202,01,283.47,283.47
74450,TC,C,13202,02,290.13,290.13
74450,TC,C,13202,03,267.03,267.03
74450,TC,C,13282,99,231.55,231.55
74450,TC,C,13292,04,288.29,288.29
74450,TC,C,14112,03,241.51,241.51
74450,TC,C,14112,99,224.22,224.22
74450,TC,C,14212,01,291.03,291.03
74450,TC,C,14212,99,256.66,256.66
74450,TC,C,14312,40,253.77,253.77
74450,TC,C,14412,01,251.83,251.83
74450,TC,C,14512,50,241.23,241.23
74450,TC,C,15102,00,216.77,216.77
74450,TC,C,15202,00,222.65,222.65
74470,,C,01112,05,814.92,814.92
74470,,C,01112,09,833.19,833.19
74470,,C,01112,51,762.59,762.59
74470,,C,01112,52,814.97,814.97
74470,,C,01112,53,762.53,762.53
74470,,C,01112,54,636.79,636.79
74470,,C,01112,55,636.65,636.65
74470,,C,01112,56,636.65,636.65
74470,,C,01112,57,636.65,636.65
74470,,C,01112,58,636.65,636.65
74470,,C,01112,59,636.65,636.65
74470,,C,01112,60,636.65,636.65
74470,,C,01112,61,636.65,636.65
74470,,C,01112,62,637.09,637.09
74470,,C,01112,63,674.76,674.76
74470,,C,01112,64,672.42,672.42
74470,,C,01112,65,833.38,833.38
74470,,C,01112,66,703.82,703.82
74470,,C,01112,67,711.30,711.30
74470,,C,01112,68,636.65,636.65
74470,,C,01112,69,636.65,636.65
74470,,C,01112,70,636.65,636.65
74470,,C,01112,75,636.65,636.65
74470,,C,01182,17,685.45,685.45
74470,,C,01182,18,686.30,686.30
74470,,C,01182,71,636.66,636.66
74470,,C,01182,72,693.27,693.27
74470,,C,01182,73,660.90,660.90
74470,,C,01182,74,676.31,676.31
74470,,C,01212,01,659.52,659.52
74470,,C,01312,00,583.19,583.19
74470,,C,02102,01,627.74,627.74
74470,,C,02202,00,537.04,537.04
74470,,C,02302,01,645.37,645.37
74470,,C,02302,99,580.19,580.19
74470,,C,02402,02,711.47,711.47
74470,,C,02402,99,612.64,612.64
74470,,C,03102,00,565.18,565.18
74470,,C,03202,01,582.84,582.84
74470,,C,03302,01,582.05,582.05
74470,,C,03402,02,581.96,581.96
74470,,C,03502,09,548.88,548.88
74470,,C,03602,21,582.50,582.50
74470,,C,04112,01,618.85,618.85
74470,,C,04212,05,536.32,536.32
74470,,C,04312,00,522.22,522.22
74470,,C,04412,09,577.62,577.62
74470,,C,04412,11,580.56,580.56
74470,,C,04412,15,578.81,578.81
74470,,C,04412,18,579.54,579.54
74470,,C,04412,20,532.01,532.01
74470,,C,04412,28,574.94,574.94
74470,,C,04412,31,615.43,615.43
74470,,C,04412,99,553.96,553.96
74470,,C,05102,00,534.12,534.12
74470,,C,05202,00,528.06,528.06
74470,,C,05302,01,555.79,555.79
74470,,C,05302,02,548.42,548.42
74470,,C,05302,99,505.01,505.01
74470,,C,05402,00,538.60,538.60
74470,,C,06102,12,539.10,539.10
74470,,C,06102,15,599.22,599.22
74470,,C,06102,16,587.52,587.52
74470,,C,06102,99,534.55,534.55
74470,,C,06202,00,598.26,598.26
74470,,C,06302,00,558.24,558.24
74470,,C,07102,13,502.70,502.70
74470,,C,07202,01,549.76,549.76
74470,,C,07202,99,517.95,517.95
74470,,C,07302,00,504.13,504.13
74470,,C,08102,00,541.00,541.00
74470,,C,08202,01,564.03,564.03
74470,,C,08202,99,533.97,533.97
74470,,C,09102,03,591.25,591.25
74470,,C,09102,04,608.00,608.00
74470,,C,09102,99,558.71,558.71
74470,,C,09202,20,589.03,589.03
74470,,C,09202,50,589.03,589.03
74470,,C,10112,00,511.79,511.79
74470,,C,10212,01,592.19,592.19
74470,,C,10212,99,522.21,522.21
74470,,C,10312,35,530.92,530.92
74470,,C,11202,01,539.80,539.80
74470,,C,11302,00,572.87,572.87
74470,,C,11402,16,509.56,509.56
74470,,C,11502,00,544.59,544.59
74470,,C,12102,01,576.03,576.03
74470,,C,12202,01,684.31,684.31
74470,,C,12302,01,624.60,624.60
74470,,C,12302,99,589.68,589.68
74470,,C,12402,01,674.26,674.26
74470,,C,12402,99,635.55,635.55
74470,,C,12502,01,606.54,606.54
74470,,C,12502,99,536.54,536.54
74470,,C,13102,00,626.89,626.89
74470,,C,13202,01,676.10,676.10
74470,,C,13202,02,691.68,691.68
74470,,C,13202,03,637.48,637.48
74470,,C,13282,99,554.26,554.26
74470,,C,13292,04,687.18,687.18
74470,,C,14112,03,577.28,577.28
74470,,C,14112,99,537.24,537.24
74470,,C,14212,01,692.80,692.80
74470,,C,14212,99,612.74,612.74
74470,,C,14312,40,605.79,605.79
74470,,C,14412,01,601.64,601.64
74470,,C,14512,50,576.55,576.55
74470,,C,15102,00,520.15,520.15
74470,,C,15202,00,533.81,533.81
74470,TC,C,01112,05,786.63,786.63
74470,TC,C,01112,09,804.47,804.47
74470,TC,C,01112,51,735.34,735.34
74470,TC,C,01112,52,786.64,786.64
74470,TC,C,01112,53,735.33,735.33
74470,TC,C,01112,54,611.55,611.55
74470,TC,C,01112,55,611.52,611.52
74470,TC,C,01112,56,611.52,611.52
74470,TC,C,01112,57,611.52,611.52
74470,TC,C,01112,58,611.52,611.52
74470,TC,C,01112,59,611.52,611.52
74470,TC,C,01112,60,611.52,611.52
74470,TC,C,01112,61,611.52,611.52
74470,TC,C,01112,62,611.63,611.63
74470,TC,C,01112,63,648.89,648.89
74470,TC,C,01112,64,646.66,646.66
74470,TC,C,01112,65,804.52,804.52
74470,TC,C,01112,66,677.90,677.90
74470,TC,C,01112,67,685.15,685.15
74470,TC,C,01112,68,611.52,611.52
74470,TC,C,01112,69,611.52,611.52
74470,TC,C,01112,70,611.52,611.52
74470,TC,C,01112,75,611.52,611.52
74470,TC,C,01182,17,659.52,659.52
74470,TC,C,01182,18,660.09,660.09
74470,TC,C,01182,71,611.52,611.52
74470,TC,C,01182,72,667.30,667.30
74470,TC,C,01182,73,635.51,635.51
74470,TC,C,01182,74,650.57,650.57
74470,TC,C,01212,01,634.41,634.41
74470,TC,C,01312,00,558.63,558.63
74470,TC,C,02102,01,594.24,594.24
74470,TC,C,02202,00,513.33,513.33
74470,TC,C,02302,01,619.96,619.96
74470,TC,C,02302,99,555.80,555.80
74470,TC,C,02402,02,684.69,684.69
74470,TC,C,02402,99,587.61,587.61
74470,TC,C,03102,00,540.79,540.79
74470,TC,C,03202,01,558.13,558.13
74470,TC,C,03302,01,557.93,557.93
74470,TC,C,03402,02,557.91,557.91
74470,TC,C,03502,09,524.63,524.63
74470,TC,C,03602,21,558.04,558.04
74470,TC,C,04112,01,593.75,593.75
74470,TC,C,04212,05,511.90,511.90
74470,TC,C,04312,00,498.37,498.37
74470,TC,C,04412,09,553.04,553.04
74470,TC,C,04412,11,555.85,555.85
74470,TC,C,04412,15,554.17,554.17
74470,TC,C,04412,18,554.35,554.35
74470,TC,C,04412,20,507.90,507.90
74470,TC,C,04412,28,550.28,550.28
74470,TC,C,04412,31,590.44,590.44
74470,TC,C,04412,99,529.65,529.65
74470,TC,C,05102,00,510.52,510.52
74470,TC,C,05202,00,504.42,504.42
74470,TC,C,05302,01,531.36,531.36
74470,TC,C,05302,02,524.10,524.10
74470,TC,C,05302,99,481.14,481.14
74470,TC,C,05402,00,514.97,514.97
74470,TC,C,06102,12,513.84,513.84
74470,TC,C,06102,15,573.45,573.45
74470,TC,C,06102,16,561.35,561.35
74470,TC,C,06102,99,509.79,509.79
74470,TC,C,06202,00,574.07,574.07
74470,TC,C,06302,00,534.47,534.47
74470,TC,C,07102,13,479.32,479.32
74470,TC,C,07202,01,525.26,525.26
74470,TC,C,07202,99,493.97,493.97
74470,TC,C,07302,00,480.51,480.51
74470,TC,C,08102,00,517.24,517.24
74470,TC,C,08202,01,538.84,538.84
74470,TC,C,08202,99,509.64,509.64
74470,TC,C,09102,03,565.65,565.65
74470,TC,C,09102,04,581.51,581.51
74470,TC,C,09102,99,533.75,533.75
74470,TC,C,09202,20,564.26,564.26
74470,TC,C,09202,50,564.26,564.26
74470,TC,C,10112,00,488.26,488.26
74470,TC,C,10212,01,567.12,567.12
74470,TC,C,10212,99,497.95,497.95
74470,TC,C,10312,35,507.22,507.22
74470,TC,C,11202,01,515.69,515.69
74470,TC,C,11302,00,548.55,548.55
74470,TC,C,11402,16,485.20,485.20
74470,TC,C,11502,00,520.64,520.64
74470,TC,C,12102,01,551.40,551.40
74470,TC,C,12202,01,657.45,657.45
74470,TC,C,12302,01,598.93,598.93
74470,TC,C,12302,99,564.80,564.80
74470,TC,C,12402,01,647.40,647.40
74470,TC,C,12402,99,609.48,609.48
74470,TC,C,12502,01,581.06,581.06
74470,TC,C,12502,99,512.37,512.37
74470,TC,C,13102,00,601.15,601.15
74470,TC,C,13202,01,648.69,648.69
74470,TC,C,13202,02,663.84,663.84
74470,TC,C,13202,03,611.19,611.19
74470,TC,C,13282,99,530.14,530.14
74470,TC,C,13292,04,659.80,659.80
74470,TC,C,14112,03,552.99,552.99
74470,TC,C,14112,99,513.38,513.38
74470,TC,C,14212,01,666.30,666.30
74470,TC,C,14212,99,587.62,587.62
74470,TC,C,14312,40,580.96,580.96
74470,TC,C,14412,01,576.50,576.50
74470,TC,C,14512,50,552.39,552.39
74470,TC,C,15102,00,496.19,496.19
74470,TC,C,15202,00,509.60,509.60
74712,,A,01112,05,502.30,502.30
74712,,A,01112,09,512.49,512.49
74712,,A,01112,51,474.13,474.13
74712,,A,01112,52,502.53,502.53
74712,,A,01112,53,473.80,473.80
74712,,A,01112,54,408.73,408.73
74712,,A,01112,55,408.05,408.05
74712,,A,01112,56,408.05,408.05
74712,,A,01112,57,408.05,408.05
74712,,A,01112,58,408.05,408.05
74712,,A,01112,59,408.05,408.05
74712,,A,01112,60,408.05,408.05
74712,,A,01112,61,408.05,408.05
74712,,A,01112,62,410.26,410.26
74712,,A,01112,63,428.55,428.55
74712,,A,01112,64,426.95,426.95
74712,,A,01112,65,513.42,513.42
74712,,A,01112,66,441.55,441.55
74712,,A,01112,67,446.05,446.05
74712,,A,01112,68,408.05,408.05
74712,,A,01112,69,408.05,408.05
74712,,A,01112,70,408.05,408.05
74712,,A,01112,75,408.05,408.05
74712,,A,01182,17,433.63,433.63
74712,,A,01182,18,435.46,435.46
74712,,A,01182,71,408.08,408.08
74712,,A,01182,72,437.18,437.18
74712,,A,01182,73,420.01,420.01
74712,,A,01182,74,428.60,428.60
74712,,A,01212,01,418.08,418.08
74712,,A,01312,00,381.94,381.94
74712,,A,02102,01,446.79,446.79
74712,,A,02202,00,357.00,357.00
74712,,A,02302,01,413.51,413.51
74712,,A,02302,99,379.68,379.68
74712,,A,02402,02,449.60,449.60
74712,,A,02402,99,397.20,397.20
74712,,A,03102,00,373.19,373.19
74712,,A,03202,01,382.76,382.76
74712,,A,03302,01,378.81,378.81
74712,,A,03402,02,378.34,378.34
74712,,A,03502,09,365.40,365.40
74712,,A,03602,21,381.04,381.04
74712,,A,04112,01,400.29,400.29
74712,,A,04212,05,361.02,361.02
74712,,A,04312,00,351.51,351.51
74712,,A,04412,09,379.58,379.58
74712,,A,04412,11,381.59,381.59
74712,,A,04412,15,380.46,380.46
74712,,A,04412,18,384.12,384.12
74712,,A,04412,20,357.26,357.26
74712,,A,04412,28,378.90,378.90
74712,,A,04412,31,398.35,398.35
74712,,A,04412,99,367.94,367.94
74712,,A,05102,00,355.10,355.10
74712,,A,05202,00,352.75,352.75
74712,,A,05302,01,369.43,369.43
74712,,A,05302,02,365.65,365.65
74712,,A,05302,99,344.20,344.20
74712,,A,05402,00,357.20,357.20
74712,,A,06102,12,367.29,367.29
74712,,A,06102,15,396.13,396.13
74712,,A,06102,16,393.50,393.50
74712,,A,06102,99,362.33,362.33
74712,,A,06202,00,386.14,386.14
74712,,A,06302,00,366.47,366.47
74712,,A,07102,13,340.30,340.30
74712,,A,07202,01,367.27,367.27
74712,,A,07202,99,350.50,350.50
74712,,A,07302,00,342.36,342.36
74712,,A,08102,00,359.03,359.03
74712,,A,08202,01,377.62,377.62
74712,,A,08202,99,359.43,359.43
74712,,A,09102,03,391.79,391.79
74712,,A,09102,04,404.40,404.40
74712,,A,09102,99,373.89,373.89
74712,,A,09202,20,385.73,385.73
74712,,A,09202,50,385.73,385.73
74712,,A,10112,00,345.10,345.10
74712,,A,10212,01,388.86,388.86
74712,,A,10212,99,354.01,354.01
74712,,A,10312,35,354.36,354.36
74712,,A,11202,01,360.63,360.63
74712,,A,11302,00,376.08,376.08
74712,,A,11402,16,349.21,349.21
74712,,A,11502,00,361.72,361.72
74712,,A,12102,01,379.25,379.25
74712,,A,12202,01,438.34,438.34
74712,,A,12302,01,406.23,406.23
74712,,A,12302,99,386.54,386.54
74712,,A,12402,01,433.91,433.91
74712,,A,12402,99,412.93,412.93
74712,,A,12502,01,397.23,397.23
74712,,A,12502,99,359.59,359.59
